person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
26,female,High School,1399800%,300%,RENT,339000%,EDUCATION,1116%,24%,3,639,No,100%
26,female,High School,5127700%,0%,MORTGAGE,319500%,DEBTCONSOLIDATION,1544%,6%,3,656,No,100%
22,female,Bachelor,4484200%,100%,RENT,1864900%,PERSONAL,783%,42%,3,538,No,100%
26,female,Associate,3947500%,200%,RENT,1500000%,DEBTCONSOLIDATION,1073%,38%,7,646,No,100%
25,female,Bachelor,8500200%,200%,RENT,2000000%,DEBTCONSOLIDATION,1449%,24%,4,561,No,100%
28,male,Bachelor,5417900%,400%,RENT,1747900%,DEBTCONSOLIDATION,1112%,32%,10,637,No,100%
30,male,Associate,3748100%,800%,RENT,2013400%,VENTURE,1421%,54%,5,613,No,100%
24,male,Bachelor,5950000%,0%,MORTGAGE,812900%,EDUCATION,1054%,14%,3,674,No,100%
24,male,Associate,8767800%,500%,MORTGAGE,1791500%,DEBTCONSOLIDATION,1580%,20%,4,530,No,100%
31,female,Bachelor,9226300%,800%,RENT,2000000%,HOMEIMPROVEMENT,1385%,22%,8,626,No,100%
33,male,Master,11584500%,1200%,RENT,428100%,DEBTCONSOLIDATION,1694%,4%,9,635,No,100%
25,female,Associate,2833900%,100%,RENT,310600%,PERSONAL,1836%,11%,7,654,No,100%
26,female,Bachelor,6216700%,500%,RENT,1000000%,PERSONAL,1135%,16%,4,708,No,100%
27,male,Master,8327000%,100%,RENT,2067400%,DEBTCONSOLIDATION,1214%,25%,7,709,No,100%
23,male,Bachelor,10010600%,100%,RENT,1416100%,PERSONAL,1763%,14%,4,642,No,100%
32,female,Associate,10168700%,1000%,RENT,1500000%,DEBTCONSOLIDATION,1552%,15%,8,655,No,100%
41,male,High School,7310400%,1600%,RENT,1000000%,MEDICAL,1442%,14%,16,626,No,100%
32,male,Master,19043800%,900%,MORTGAGE,1037400%,DEBTCONSOLIDATION,1551%,5%,8,516,No,100%
24,female,Bachelor,3826800%,0%,RENT,1120400%,MEDICAL,659%,29%,4,668,No,100%
26,male,Bachelor,6553400%,500%,RENT,1320000%,HOMEIMPROVEMENT,1491%,20%,2,580,No,100%
24,female,Bachelor,7704300%,0%,RENT,2000000%,MEDICAL,1253%,26%,4,652,No,100%
29,female,Associate,7169200%,600%,RENT,1500000%,DEBTCONSOLIDATION,1094%,21%,8,686,No,100%
24,female,Bachelor,2314600%,0%,RENT,450000%,EDUCATION,930%,19%,3,667,No,100%
25,male,High School,7601600%,400%,RENT,2000000%,VENTURE,1291%,26%,3,501,No,100%
23,male,Associate,7621000%,300%,RENT,1600000%,MEDICAL,1481%,21%,4,661,No,100%
26,female,Bachelor,3072200%,500%,RENT,606400%,MEDICAL,1612%,20%,3,654,No,100%
27,female,Bachelor,6891100%,400%,RENT,738800%,EDUCATION,1029%,11%,5,624,No,100%
23,female,Associate,4054400%,100%,RENT,339300%,HOMEIMPROVEMENT,830%,8%,3,667,No,100%
22,female,High School,2242700%,0%,RENT,150000%,HOMEIMPROVEMENT,1216%,7%,4,671,No,100%
40,male,Master,8786800%,1700%,RENT,2500000%,MEDICAL,1817%,28%,13,544,No,100%
34,female,Associate,7604400%,1200%,RENT,2000000%,VENTURE,1211%,26%,9,658,No,100%
23,female,Associate,2265000%,0%,RENT,325000%,VENTURE,1166%,14%,4,630,No,100%
24,male,High School,10071100%,100%,RENT,2000000%,EDUCATION,1189%,20%,5,557,No,100%
28,male,High School,6548300%,300%,RENT,1000000%,DEBTCONSOLIDATION,1624%,15%,8,663,No,100%
26,female,High School,5414100%,0%,RENT,2000000%,MEDICAL,1668%,37%,2,626,No,100%
24,female,Associate,4814800%,400%,RENT,325000%,MEDICAL,930%,7%,3,543,No,100%
23,female,High School,7623200%,0%,RENT,2496500%,MEDICAL,1420%,33%,3,590,No,100%
30,male,Associate,12694500%,1000%,MORTGAGE,2418200%,MEDICAL,1528%,19%,5,518,No,100%
30,male,Associate,4142500%,400%,RENT,1400000%,DEBTCONSOLIDATION,1931%,34%,12,641,No,100%
36,male,Bachelor,3723600%,1400%,RENT,1000000%,MEDICAL,801%,27%,13,559,No,100%
28,female,Master,3967800%,200%,RENT,857500%,DEBTCONSOLIDATION,1724%,22%,7,644,No,100%
24,female,Bachelor,7174600%,300%,RENT,1600000%,MEDICAL,1639%,22%,3,561,No,100%
28,female,Associate,6598400%,700%,MORTGAGE,1200000%,PERSONAL,1594%,18%,9,613,No,100%
23,female,Master,7305600%,200%,RENT,2545400%,PERSONAL,1100%,35%,3,578,No,100%
22,male,Associate,1819500%,0%,RENT,617800%,EDUCATION,1335%,34%,3,656,No,100%
36,male,High School,31548800%,700%,MORTGAGE,2303500%,MEDICAL,1065%,7%,16,690,No,100%
22,male,High School,4181500%,100%,RENT,750000%,DEBTCONSOLIDATION,1406%,18%,3,479,No,100%
26,male,Bachelor,3681400%,400%,RENT,1062500%,VENTURE,913%,29%,4,635,No,100%
31,male,Master,6589400%,800%,RENT,444700%,EDUCATION,1346%,7%,8,696,No,100%
32,male,High School,2419600%,400%,RENT,839700%,DEBTCONSOLIDATION,842%,35%,8,550,No,100%
41,male,Associate,12148600%,1600%,MORTGAGE,2500000%,DEBTCONSOLIDATION,1491%,21%,16,680,No,100%
36,female,High School,4663200%,1100%,MORTGAGE,281900%,PERSONAL,1689%,6%,11,634,No,100%
32,male,High School,4753700%,900%,RENT,285600%,HOMEIMPROVEMENT,1342%,6%,7,601,No,100%
24,male,Master,7317200%,300%,RENT,2500000%,PERSONAL,1101%,34%,3,618,No,100%
35,male,Associate,5160800%,1200%,RENT,1572300%,VENTURE,1086%,30%,13,634,No,100%
25,male,Master,4451000%,400%,RENT,1000000%,EDUCATION,1102%,22%,2,634,No,100%
25,female,High School,10547400%,100%,MORTGAGE,1500000%,DEBTCONSOLIDATION,864%,14%,4,644,No,100%
26,male,High School,6555900%,500%,MORTGAGE,850000%,DEBTCONSOLIDATION,1369%,13%,3,600,No,100%
22,female,High School,936400%,0%,RENT,248500%,MEDICAL,1294%,27%,4,631,No,100%
22,male,Associate,4139800%,0%,RENT,1500000%,VENTURE,1253%,36%,2,682,No,100%
23,male,Master,2871900%,0%,RENT,767300%,HOMEIMPROVEMENT,1170%,27%,4,614,No,100%
31,female,Bachelor,6599400%,1100%,RENT,1200000%,DEBTCONSOLIDATION,1502%,18%,8,612,No,100%
25,male,High School,1853000%,600%,RENT,465200%,DEBTCONSOLIDATION,940%,25%,4,636,No,100%
29,female,Master,8376100%,600%,MORTGAGE,1416700%,HOMEIMPROVEMENT,1035%,17%,8,671,No,100%
25,male,Bachelor,7208000%,600%,RENT,2138000%,MEDICAL,1678%,30%,3,660,No,100%
25,female,Bachelor,6849000%,500%,RENT,380500%,DEBTCONSOLIDATION,1509%,6%,3,568,No,100%
22,male,Master,7177400%,0%,RENT,1200000%,MEDICAL,1101%,17%,4,666,No,100%
31,female,Associate,4283100%,700%,RENT,1500000%,VENTURE,1216%,35%,10,654,No,100%
23,male,Associate,9284600%,0%,MORTGAGE,742500%,DEBTCONSOLIDATION,1458%,8%,4,547,No,100%
23,female,Associate,2412100%,0%,RENT,600000%,HOMEIMPROVEMENT,914%,25%,3,624,No,100%
32,male,Bachelor,5975000%,600%,RENT,351300%,VENTURE,1107%,6%,7,621,No,100%
30,male,Associate,4862100%,700%,RENT,1666600%,MEDICAL,1289%,34%,7,637,No,100%
27,male,Associate,4772000%,200%,RENT,500000%,DEBTCONSOLIDATION,1367%,10%,4,587,No,100%
25,male,High School,3948400%,400%,MORTGAGE,250000%,HOMEIMPROVEMENT,1645%,6%,3,638,No,100%
24,male,Bachelor,1303000%,100%,RENT,100000%,PERSONAL,1392%,8%,6,622,No,100%
26,female,Bachelor,2266400%,100%,RENT,861900%,DEBTCONSOLIDATION,1357%,38%,3,618,No,100%
24,female,Bachelor,5028000%,0%,RENT,400000%,PERSONAL,1149%,8%,4,666,No,100%
25,male,Associate,4899000%,0%,RENT,1329300%,PERSONAL,1525%,27%,4,676,No,100%
24,male,High School,2707100%,100%,RENT,800000%,MEDICAL,1303%,30%,3,610,No,100%
29,female,High School,3971700%,700%,RENT,645200%,MEDICAL,1651%,16%,7,625,No,100%
25,male,Bachelor,9938900%,300%,MORTGAGE,1500000%,MEDICAL,1731%,15%,3,684,No,100%
23,female,Bachelor,4190700%,0%,RENT,1000000%,HOMEIMPROVEMENT,1110%,24%,3,636,No,100%
34,female,Associate,12428000%,900%,MORTGAGE,2500000%,DEBTCONSOLIDATION,1212%,20%,12,637,No,100%
23,female,Associate,3850500%,0%,RENT,1000000%,PERSONAL,1277%,26%,4,643,No,100%
23,male,Associate,3244100%,100%,RENT,800000%,MEDICAL,1223%,25%,4,706,No,100%
30,female,Bachelor,6983900%,800%,RENT,190900%,MEDICAL,1339%,3%,8,592,No,100%
28,female,Associate,4770400%,400%,RENT,1200000%,MEDICAL,846%,25%,4,609,No,100%
28,male,Master,5279300%,900%,RENT,1340500%,DEBTCONSOLIDATION,1189%,25%,6,645,No,100%
24,male,Associate,5094800%,0%,RENT,1498800%,PERSONAL,1179%,29%,5,590,No,100%
29,male,Bachelor,2408700%,500%,RENT,812000%,PERSONAL,806%,34%,9,549,No,100%
24,male,High School,3695800%,0%,RENT,250000%,HOMEIMPROVEMENT,1321%,7%,5,633,No,100%
27,female,Associate,12747900%,400%,MORTGAGE,3412100%,EDUCATION,1744%,27%,5,587,No,100%
26,male,Bachelor,9478300%,300%,RENT,1478100%,DEBTCONSOLIDATION,1187%,16%,4,607,No,100%
23,male,High School,4207900%,0%,RENT,1832300%,VENTURE,1038%,44%,3,694,No,100%
29,female,Master,3888900%,800%,RENT,1000000%,MEDICAL,741%,26%,7,598,No,100%
23,male,Bachelor,9084800%,0%,RENT,1699500%,HOMEIMPROVEMENT,1603%,19%,4,623,No,100%
21,male,Associate,3937000%,0%,RENT,1500000%,DEBTCONSOLIDATION,1193%,38%,3,654,No,100%
25,male,Associate,3123500%,300%,RENT,300000%,DEBTCONSOLIDATION,1084%,10%,4,618,No,100%
31,male,Associate,8881400%,600%,RENT,2000000%,PERSONAL,1460%,23%,5,652,No,100%
30,female,High School,5998900%,200%,RENT,1979800%,HOMEIMPROVEMENT,1235%,33%,10,647,No,100%
29,female,Bachelor,1903000%,300%,RENT,272000%,EDUCATION,753%,14%,5,638,No,100%
39,female,Associate,11897900%,1700%,MORTGAGE,2500000%,HOMEIMPROVEMENT,1826%,21%,15,498,No,100%
28,male,Master,6993400%,600%,RENT,220700%,MEDICAL,1442%,3%,4,714,No,100%
25,female,Associate,7782900%,200%,MORTGAGE,1400000%,DEBTCONSOLIDATION,1489%,18%,3,668,No,100%
22,male,Master,1684200%,0%,RENT,469700%,VENTURE,1269%,28%,4,586,No,100%
24,female,Bachelor,4784700%,0%,RENT,700000%,PERSONAL,770%,15%,4,651,No,100%
30,male,High School,8273000%,900%,RENT,2448800%,PERSONAL,1801%,30%,8,631,No,100%
23,female,Master,4205800%,100%,RENT,175800%,DEBTCONSOLIDATION,1184%,4%,3,593,No,100%
24,male,Associate,827700%,100%,RENT,116800%,VENTURE,1178%,14%,3,600,No,100%
26,female,High School,4773800%,200%,RENT,800000%,DEBTCONSOLIDATION,1232%,17%,4,624,No,100%
27,male,Master,9441800%,300%,MORTGAGE,2400000%,HOMEIMPROVEMENT,1145%,25%,9,598,No,100%
25,male,Master,3662000%,0%,RENT,521200%,PERSONAL,1729%,14%,4,584,No,100%
29,male,Bachelor,13303900%,400%,RENT,1353000%,HOMEIMPROVEMENT,1668%,10%,6,695,No,100%
25,female,Associate,7187400%,200%,RENT,346800%,EDUCATION,1412%,5%,2,595,No,100%
32,male,Bachelor,4408900%,700%,RENT,1200000%,VENTURE,738%,27%,8,671,No,100%
28,male,Bachelor,2257400%,400%,RENT,782000%,VENTURE,973%,35%,10,599,No,100%
31,female,High School,1547400%,800%,RENT,616900%,DEBTCONSOLIDATION,659%,40%,8,687,No,100%
34,female,High School,4769200%,1000%,RENT,2350000%,EDUCATION,1106%,49%,13,646,No,100%
23,female,Bachelor,2686900%,0%,RENT,526400%,PERSONAL,1214%,20%,3,676,No,100%
23,male,High School,3690200%,0%,RENT,1000000%,HOMEIMPROVEMENT,1401%,27%,3,660,No,100%
26,female,High School,8979800%,300%,RENT,2400000%,DEBTCONSOLIDATION,1076%,27%,3,585,No,100%
30,female,Associate,4199200%,100%,RENT,1200000%,MEDICAL,1104%,29%,10,634,No,100%
35,male,High School,21328100%,1000%,MORTGAGE,1143400%,DEBTCONSOLIDATION,1564%,5%,7,581,No,100%
23,female,Associate,6590000%,0%,RENT,600000%,DEBTCONSOLIDATION,1577%,9%,3,472,No,100%
26,male,Associate,7302500%,300%,RENT,2400000%,VENTURE,790%,33%,3,674,No,100%
25,female,Associate,3974500%,300%,RENT,1412500%,MEDICAL,974%,36%,6,652,No,100%
23,male,Associate,5509300%,200%,RENT,1500000%,DEBTCONSOLIDATION,1052%,27%,4,646,No,100%
23,male,High School,4656400%,0%,RENT,364900%,MEDICAL,1666%,8%,4,603,No,100%
23,male,High School,5362600%,300%,RENT,1200000%,DEBTCONSOLIDATION,1417%,22%,2,689,No,100%
25,female,High School,5378000%,400%,RENT,1000000%,VENTURE,1565%,19%,4,577,No,100%
43,male,Associate,5531500%,1900%,RENT,1600000%,VENTURE,1041%,29%,15,670,No,100%
23,male,Master,4437000%,400%,RENT,409400%,PERSONAL,1049%,9%,4,639,No,100%
25,female,Bachelor,9238500%,400%,RENT,1800000%,EDUCATION,1369%,19%,6,603,No,100%
25,male,Associate,5607900%,600%,RENT,665700%,DEBTCONSOLIDATION,1043%,12%,3,606,No,100%
24,male,High School,5515200%,100%,RENT,1500000%,DEBTCONSOLIDATION,1162%,27%,3,650,No,100%
22,male,Associate,7201200%,0%,RENT,500000%,EDUCATION,1272%,7%,3,599,No,100%
25,male,High School,4388400%,0%,RENT,1378000%,EDUCATION,1243%,31%,4,645,No,100%
25,male,High School,4749400%,500%,RENT,2000000%,MEDICAL,1135%,42%,4,660,No,100%
24,female,Associate,3851900%,200%,RENT,135800%,EDUCATION,1570%,4%,3,677,No,100%
24,female,High School,3700500%,300%,RENT,1000000%,HOMEIMPROVEMENT,1464%,27%,4,534,No,100%
23,female,Master,4395700%,0%,RENT,400000%,MEDICAL,1327%,9%,4,616,No,100%
29,female,High School,2252700%,400%,RENT,537900%,MEDICAL,1301%,24%,9,639,No,100%
28,male,Associate,8653200%,700%,RENT,2000000%,HOMEIMPROVEMENT,1400%,23%,4,687,No,100%
26,female,Bachelor,8389000%,400%,RENT,600000%,DEBTCONSOLIDATION,1547%,7%,7,577,No,100%
24,female,High School,3778100%,400%,RENT,1000000%,DEBTCONSOLIDATION,1235%,26%,4,535,No,100%
28,male,Bachelor,4676100%,700%,RENT,1542100%,EDUCATION,1297%,33%,5,703,No,100%
25,female,Associate,4193800%,300%,RENT,1000000%,EDUCATION,1266%,24%,2,688,No,100%
25,male,High School,10101200%,500%,RENT,2000000%,MEDICAL,1206%,20%,6,541,No,100%
28,male,High School,11124700%,500%,MORTGAGE,2000000%,MEDICAL,1513%,18%,6,660,No,100%
46,female,Bachelor,6692900%,2200%,RENT,2000000%,HOMEIMPROVEMENT,885%,30%,20,700,No,100%
27,male,Master,10297900%,600%,MORTGAGE,280500%,DEBTCONSOLIDATION,963%,3%,4,717,No,100%
30,female,Bachelor,6557800%,700%,RENT,2000000%,PERSONAL,1543%,30%,9,492,No,100%
35,male,Bachelor,2461100%,1100%,RENT,850000%,PERSONAL,1494%,35%,10,709,No,100%
26,female,Bachelor,3714900%,400%,RENT,300000%,DEBTCONSOLIDATION,1364%,8%,4,690,No,100%
22,male,Associate,8848900%,0%,RENT,990100%,PERSONAL,1595%,11%,3,630,No,100%
37,male,Master,5404700%,1300%,RENT,171700%,MEDICAL,1049%,3%,17,739,No,100%
32,female,Master,1772800%,1000%,RENT,479100%,EDUCATION,737%,27%,8,713,No,100%
24,male,High School,10613500%,0%,MORTGAGE,1804000%,EDUCATION,771%,17%,3,609,No,100%
26,female,Bachelor,2529900%,300%,RENT,325000%,PERSONAL,1228%,13%,4,552,No,100%
48,male,High School,7186800%,2300%,RENT,2000000%,MEDICAL,1646%,28%,19,634,No,100%
23,female,Bachelor,5151600%,200%,RENT,635400%,DEBTCONSOLIDATION,1587%,12%,4,620,No,100%
25,male,Bachelor,2407200%,500%,RENT,625000%,HOMEIMPROVEMENT,1480%,26%,3,663,No,100%
24,male,High School,4579800%,0%,RENT,1471600%,EDUCATION,1230%,32%,4,523,No,100%
26,male,Doctorate,4108700%,600%,RENT,1300000%,MEDICAL,1309%,32%,2,663,No,100%
32,female,Bachelor,8441200%,700%,MORTGAGE,1739500%,DEBTCONSOLIDATION,1361%,21%,8,687,No,100%
26,male,Bachelor,1974000%,0%,RENT,280000%,MEDICAL,985%,14%,7,650,No,100%
30,male,Bachelor,5466800%,500%,RENT,1400000%,PERSONAL,857%,26%,7,679,No,100%
30,male,High School,3903400%,800%,RENT,651500%,EDUCATION,1603%,17%,9,614,No,100%
29,male,High School,3039600%,600%,RENT,1316700%,VENTURE,940%,43%,5,620,No,100%
24,female,Bachelor,11207000%,100%,RENT,2500000%,HOMEIMPROVEMENT,1607%,22%,4,657,No,100%
21,male,Master,960500%,0%,RENT,252200%,MEDICAL,1270%,26%,3,705,No,100%
25,female,Associate,2715700%,300%,RENT,450400%,PERSONAL,1638%,17%,3,634,No,100%
24,female,Bachelor,3923200%,300%,RENT,846700%,MEDICAL,1708%,22%,6,626,No,100%
23,male,Bachelor,7330000%,0%,RENT,2550400%,EDUCATION,1099%,35%,4,667,No,100%
25,male,Bachelor,4074000%,500%,RENT,784400%,DEBTCONSOLIDATION,1175%,19%,4,586,No,100%
26,male,Bachelor,10173300%,500%,RENT,1500000%,DEBTCONSOLIDATION,1600%,15%,3,644,No,100%
22,female,High School,2232300%,0%,RENT,300000%,DEBTCONSOLIDATION,1171%,13%,3,674,No,100%
30,male,Bachelor,7099300%,900%,RENT,189100%,MEDICAL,1617%,3%,9,681,No,100%
32,male,Bachelor,3102000%,1200%,RENT,1176500%,PERSONAL,1207%,38%,10,704,No,100%
34,male,Master,5107200%,1100%,RENT,2000000%,EDUCATION,1384%,39%,11,617,No,100%
23,female,Associate,2739200%,0%,RENT,239700%,DEBTCONSOLIDATION,1520%,9%,4,623,No,100%
28,male,Associate,12639900%,600%,MORTGAGE,2400000%,MEDICAL,1316%,19%,5,597,No,100%
26,male,Bachelor,4155100%,200%,RENT,600000%,DEBTCONSOLIDATION,1561%,14%,4,673,No,100%
35,male,Master,9718200%,1400%,RENT,2500000%,MEDICAL,1383%,26%,10,665,No,100%
27,male,Bachelor,1525700%,400%,RENT,811800%,EDUCATION,1434%,53%,5,674,No,100%
27,female,Master,3142600%,300%,RENT,127100%,DEBTCONSOLIDATION,1383%,4%,5,572,No,100%
23,female,High School,7193600%,100%,RENT,2398900%,DEBTCONSOLIDATION,1959%,33%,2,628,No,100%
41,female,Bachelor,5734800%,2000%,RENT,2500000%,VENTURE,1247%,44%,15,556,No,100%
25,male,High School,3306900%,100%,RENT,1000000%,MEDICAL,874%,30%,6,684,No,100%
47,male,Associate,5428100%,2300%,RENT,800000%,MEDICAL,1101%,15%,12,683,No,100%
26,female,Master,4149200%,200%,RENT,1000000%,MEDICAL,1449%,24%,5,668,No,100%
32,female,Bachelor,7829500%,700%,RENT,1951400%,VENTURE,1290%,25%,10,677,No,100%
31,male,Doctorate,9483100%,900%,RENT,1000000%,EDUCATION,1428%,11%,9,696,No,100%
30,male,Associate,6856500%,600%,RENT,700000%,DEBTCONSOLIDATION,1139%,10%,9,641,No,100%
31,male,Associate,5415500%,1000%,RENT,1200000%,DEBTCONSOLIDATION,1666%,22%,7,639,No,100%
26,male,High School,9450100%,100%,RENT,1200000%,DEBTCONSOLIDATION,1644%,13%,5,583,No,100%
29,male,Bachelor,3702500%,600%,RENT,660000%,EDUCATION,1514%,18%,6,506,No,100%
28,female,Bachelor,5836800%,300%,RENT,800000%,EDUCATION,1122%,14%,6,647,No,100%
23,male,Bachelor,6110300%,100%,RENT,2500000%,VENTURE,903%,41%,3,687,No,100%
29,female,Bachelor,36880600%,500%,MORTGAGE,2463100%,DEBTCONSOLIDATION,1788%,7%,8,581,No,100%
27,male,Associate,5362300%,400%,RENT,1600000%,EDUCATION,1078%,30%,5,659,No,100%
23,male,Associate,1825800%,0%,RENT,172500%,PERSONAL,1480%,9%,2,655,No,100%
29,female,High School,1818300%,200%,RENT,475800%,MEDICAL,1076%,26%,10,686,No,100%
37,male,High School,2984900%,1500%,RENT,800000%,DEBTCONSOLIDATION,1272%,27%,11,665,No,100%
25,male,Associate,6570300%,600%,RENT,796600%,HOMEIMPROVEMENT,1371%,12%,4,646,No,100%
23,female,High School,6051100%,0%,RENT,2500000%,VENTURE,808%,41%,3,628,No,100%
27,male,Associate,3984600%,400%,RENT,498700%,PERSONAL,1451%,13%,5,608,No,100%
35,male,Associate,4073200%,1000%,RENT,800000%,PERSONAL,1061%,20%,11,630,No,100%
30,female,High School,3843000%,800%,RENT,500000%,EDUCATION,900%,13%,7,681,No,100%
32,female,Master,7776600%,700%,MORTGAGE,636700%,DEBTCONSOLIDATION,1734%,8%,11,618,No,100%
23,female,High School,6578200%,100%,RENT,700000%,DEBTCONSOLIDATION,1502%,11%,3,580,No,100%
25,female,Master,7200200%,200%,RENT,1500000%,DEBTCONSOLIDATION,1153%,21%,4,623,No,100%
27,female,Bachelor,29176900%,800%,MORTGAGE,1200000%,MEDICAL,1664%,4%,6,687,No,100%
24,female,Associate,1227200%,300%,RENT,210000%,DEBTCONSOLIDATION,1221%,17%,3,599,No,100%
24,male,Associate,3691200%,200%,RENT,300000%,DEBTCONSOLIDATION,1350%,8%,3,580,No,100%
35,male,Bachelor,6549300%,1300%,MORTGAGE,500000%,VENTURE,1288%,8%,11,567,No,100%
27,male,Bachelor,6927500%,400%,RENT,300000%,DEBTCONSOLIDATION,1103%,4%,5,654,No,100%
27,male,Master,3421200%,700%,RENT,500000%,MEDICAL,1654%,15%,7,714,No,100%
29,male,Master,4365700%,800%,RENT,1600000%,PERSONAL,1013%,37%,10,678,No,100%
25,male,Bachelor,9442200%,600%,MORTGAGE,900000%,DEBTCONSOLIDATION,1178%,10%,3,586,No,100%
26,female,High School,3597500%,100%,RENT,330100%,HOMEIMPROVEMENT,1337%,9%,4,606,No,100%
24,female,Master,6474100%,200%,RENT,1750200%,MEDICAL,655%,27%,3,644,No,100%
32,female,Bachelor,6092300%,1000%,RENT,2033100%,VENTURE,732%,33%,8,647,No,100%
27,male,Associate,7642900%,800%,MORTGAGE,1088300%,MEDICAL,826%,14%,4,624,No,100%
23,male,High School,8980100%,0%,RENT,2500000%,MEDICAL,1366%,28%,4,626,No,100%
23,female,Associate,1882300%,0%,RENT,625000%,EDUCATION,1506%,33%,2,619,No,100%
24,female,Bachelor,7196200%,0%,RENT,995800%,MEDICAL,1471%,14%,4,674,No,100%
23,female,Associate,4891200%,0%,RENT,1500000%,MEDICAL,885%,31%,4,646,No,100%
22,male,High School,4438500%,0%,RENT,1400000%,DEBTCONSOLIDATION,655%,32%,5,589,No,100%
28,female,Bachelor,8097900%,600%,RENT,946400%,MEDICAL,1221%,12%,8,695,No,100%
21,male,Associate,3698600%,100%,RENT,240000%,EDUCATION,1693%,6%,2,653,No,100%
49,female,High School,6109200%,2600%,RENT,1800000%,PERSONAL,1450%,29%,22,619,No,100%
23,male,Master,13068700%,100%,RENT,1000000%,DEBTCONSOLIDATION,1107%,8%,3,621,No,100%
41,male,High School,4577900%,2200%,RENT,1984400%,DEBTCONSOLIDATION,1310%,43%,16,584,No,100%
24,female,High School,3583800%,0%,RENT,600000%,MEDICAL,1086%,17%,3,503,No,100%
24,female,High School,2765600%,0%,RENT,553600%,PERSONAL,1241%,20%,3,657,No,100%
26,female,High School,6328200%,300%,RENT,2002300%,VENTURE,1401%,32%,7,664,No,100%
35,female,Associate,3944100%,1400%,RENT,1072900%,MEDICAL,1498%,27%,6,673,No,100%
33,female,Associate,5870400%,900%,RENT,1689000%,DEBTCONSOLIDATION,810%,29%,8,654,No,100%
23,male,High School,4328000%,100%,RENT,800000%,DEBTCONSOLIDATION,1856%,18%,4,670,No,100%
35,male,Associate,4556700%,1300%,RENT,1638300%,MEDICAL,1318%,36%,10,626,No,100%
27,male,Associate,9071700%,200%,RENT,2389000%,PERSONAL,1475%,26%,9,688,No,100%
34,female,Associate,7517200%,1000%,RENT,1300000%,MEDICAL,954%,17%,10,556,No,100%
25,female,High School,5409700%,600%,RENT,2400000%,DEBTCONSOLIDATION,1136%,44%,7,721,No,100%
21,male,Associate,1533200%,0%,RENT,420000%,MEDICAL,1348%,27%,4,645,No,100%
27,female,Bachelor,3971800%,500%,RENT,497500%,PERSONAL,1465%,13%,5,549,No,100%
30,male,High School,7897800%,800%,RENT,2000000%,VENTURE,1098%,25%,9,569,No,100%
30,female,Associate,13859000%,600%,MORTGAGE,1999800%,DEBTCONSOLIDATION,1452%,14%,8,667,No,100%
24,female,Bachelor,4502700%,100%,RENT,800000%,MEDICAL,1077%,18%,4,625,No,100%
26,female,Associate,1551900%,300%,OWN,297200%,EDUCATION,1151%,19%,4,608,No,100%
35,female,High School,6943400%,1200%,RENT,617300%,MEDICAL,1105%,9%,10,476,No,100%
26,female,Bachelor,2284900%,300%,RENT,400000%,DEBTCONSOLIDATION,1178%,18%,5,648,No,100%
25,female,Bachelor,3713200%,500%,RENT,600000%,DEBTCONSOLIDATION,1637%,16%,3,634,No,100%
31,male,Bachelor,5143100%,800%,RENT,500000%,EDUCATION,1271%,10%,8,680,No,100%
22,male,High School,3524300%,0%,RENT,382700%,PERSONAL,1594%,11%,4,617,No,100%
23,female,High School,7613400%,100%,MORTGAGE,400000%,PERSONAL,1279%,5%,2,587,No,100%
30,male,High School,3889200%,500%,RENT,164600%,EDUCATION,1290%,4%,6,552,No,100%
26,female,High School,13923800%,400%,MORTGAGE,533000%,VENTURE,1068%,4%,3,621,No,100%
40,female,High School,7044900%,2000%,RENT,185100%,MEDICAL,1043%,3%,13,649,No,100%
25,female,Bachelor,1902100%,400%,RENT,476100%,VENTURE,849%,25%,3,655,No,100%
31,male,Bachelor,2195400%,600%,RENT,483700%,EDUCATION,968%,22%,5,680,No,100%
25,male,Bachelor,6338400%,500%,RENT,2186400%,PERSONAL,1004%,34%,2,556,No,100%
30,female,Bachelor,12184000%,500%,RENT,2005100%,DEBTCONSOLIDATION,1821%,16%,6,692,No,100%
26,male,Associate,5400400%,100%,RENT,1000000%,PERSONAL,1546%,19%,3,664,No,100%
35,male,Bachelor,2397700%,1200%,RENT,350000%,MEDICAL,928%,15%,6,614,No,100%
23,female,Bachelor,4325000%,200%,RENT,500000%,EDUCATION,1298%,12%,3,567,No,100%
23,male,Associate,14228400%,0%,MORTGAGE,1955400%,EDUCATION,1571%,14%,4,614,No,100%
28,female,High School,4842500%,300%,MORTGAGE,222400%,DEBTCONSOLIDATION,1142%,5%,9,679,No,100%
28,female,Associate,7357900%,200%,RENT,302300%,MEDICAL,1108%,4%,10,548,No,100%
32,male,Associate,4643100%,700%,RENT,1200000%,PERSONAL,1242%,26%,8,627,No,100%
24,male,Associate,6575000%,200%,RENT,1000000%,EDUCATION,1006%,15%,2,633,No,100%
30,male,Associate,2955700%,600%,RENT,500000%,MEDICAL,1029%,17%,7,534,No,100%
26,male,Bachelor,17990700%,200%,MORTGAGE,850800%,DEBTCONSOLIDATION,1742%,5%,3,648,No,100%
